web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href
"1584086732-845","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=one_star","Carey Miller","Don't Do It... Just Don't.","Reviewed in the United States on September 29, 2016","I did not enjoy this book, which was not truly written by JK Rowling and is an unfinished / pre-version of the play's script. It was poorly designed and non-descriptive.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_85?ie=UTF8&filterByStar=one_star&pageNumber=85&reviewerType=all_reviews&sortBy=recent"
"1584086668-570","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=one_star","Kay.","One Star","Reviewed in the United States on October 11, 2016","Was not as good as the other books of the series.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_57?ie=UTF8&filterByStar=one_star&pageNumber=57&reviewerType=all_reviews&sortBy=recent"
"1584086887-1509","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=one_star","Firelyn","Reads like hastily written fan fiction","Reviewed in the United States on August 4, 2016","If you are a fan of Harry Potter and have not yet read this, save yourself! DO NOT READ THIS! Pretend it doesn't exist. It reads like hastily written fan fiction. Yes, I understand that it is a play script and not a novel, but it lacks the character development and rich descriptive detail that made HP so much fun to read. So disappointed.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_151?ie=UTF8&filterByStar=one_star&pageNumber=151&reviewerType=all_reviews&sortBy=recent"
"1584086849-1345","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=one_star","VeeCee","Wow, this was just awful.","Reviewed in the United States on August 8, 2016","I'm a lifelong Harry Potter fan who has read books 1 through 7 well over 20 times each, and I couldn't stomach Cursed Child. I highly doubt that JK Rowling wrote this at all -- my suspicion is that she just put her name on it and received a check for allowing them to use the characters, and the work itself was by the other authors.

Cursed Child read like bad fan fiction.  It was entirely lacking in what made Harry Potter so good -- character development and clever plot twists, all woven in with humor in a wonderful coming of age story and magical adventure.  The characters in Cursed Child were one dimensional and behaved in ways that were totally out of character, the plot was predictable and just plain awful, and it jumped from scene to scene in a way that was jarring and disjointed. Throughout the book, I found myself thinking multiple times, 'That character would never have said/done that' or 'This doesn't feel like HP'. It was a struggle to finish.

My advice is -- if you're a fan of Harry Potter, skip Cursed Child and save your money. To say it was disappointing doesn't even begin to describe it.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_135?ie=UTF8&filterByStar=one_star&pageNumber=135&reviewerType=all_reviews&sortBy=recent"
"1584086648-483","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=one_star","Zach","One Star","Reviewed in the United States on October 29, 2016","Rather boring and disappointing.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_49?ie=UTF8&filterByStar=one_star&pageNumber=49&reviewerType=all_reviews&sortBy=recent"
"1584086743-885","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=one_star","Kindle Customer","If you are a big fan of HP like I am I do recommend reading this book because ...","Reviewed in the United States on September 20, 2016","This is a rating of the sorry material not the condition of shipping so ease be aware. If you are a big fan of HP like I am I do recommend reading this book because it helps you realize how good the originals were and how much J.K. Rowling has lost touch with her own book's lore and audience. This is a sad attempt at a cash grab and it sullies the HP name. Fan fiction is better than this mess and it irritates me now writing about this wasted opportunity of a story. I won't spoil it for those who haven't read but HP fans do read this no matter how disappointing it may be.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_89?ie=UTF8&filterByStar=one_star&pageNumber=89&reviewerType=all_reviews&sortBy=recent"
"1584086851-1358","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=one_star","Amz customer","Book is written in script format for the play in London :(","Reviewed in the United States on August 7, 2016","My family has the whole set of Harry Potter books. We loved them all. Well, except this new one. It is in script format for the play. My kids hate it. I regret buying it.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_136?ie=UTF8&filterByStar=one_star&pageNumber=136&reviewerType=all_reviews&sortBy=recent"
"1584086575-189","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=one_star","Elle","Not good. This was NOT written by JK Rowling","Reviewed in the United States on August 6, 2017","Not good.  This was NOT written by JK Rowling, so the book jacket is very misleading.  The authors are playwrights and they were really WAY off on the voice of Harry and the other characters.  I hated it.  I wouldn't recommend this for true HP fans.  I was so disappointed.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&filterByStar=one_star&pageNumber=19&reviewerType=all_reviews&sortBy=recent"
"1584086655-514","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=one_star","Chez","One Star","Reviewed in the United States on October 22, 2016","Didn't capture the spirit of the characters","1.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_52?ie=UTF8&filterByStar=one_star&pageNumber=52&reviewerType=all_reviews&sortBy=recent"
"1584086721-793","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=one_star","Louise","One Star","Reviewed in the United States on September 30, 2016","Too much like first book etc","1.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_80?ie=UTF8&filterByStar=one_star&pageNumber=80&reviewerType=all_reviews&sortBy=recent"
"1584086730-836","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=one_star","Amazon Customer","One Star","Reviewed in the United States on September 29, 2016","Did not care for the format.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_84?ie=UTF8&filterByStar=one_star&pageNumber=84&reviewerType=all_reviews&sortBy=recent"
"1584086942-1743","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=one_star","KNL","I've actually read better fan-fiction.","Reviewed in the United States on August 1, 2016","I laughed, I cried, I wished I could go back in time and tell those twelve year old kids on ff.net that someday they'd be vindicated.

I'm a huge fan. I've been here since the beginning in 1998, I taught my son to read using these books. This story was so disappointingly hilarious.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_175?ie=UTF8&filterByStar=one_star&pageNumber=175&reviewerType=all_reviews&sortBy=recent"
"1584086921-1655","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=one_star","Matanglawin","Not a happy HP fan!","Reviewed in the United States on August 2, 2016","I wish I can get my $14.99 back! Harry Potter's son is acting like a total millennial.  A whiny brat, can't believe he's a Weasley-Potter!!!! If I haven't read the books, I wouldn't be able to understand this script at all. It's boring and the characters lacking in depth.  J.K. Rowling please give justice to this rubbish you put your name into! $14.99 for this price is a rip off!","1.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_166?ie=UTF8&filterByStar=one_star&pageNumber=166&reviewerType=all_reviews&sortBy=recent"
"1584086599-279","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=one_star","Yihe Huang","A Disaster for Harry Potter World","Reviewed in the United States on March 17, 2017","Nothing makes sense in this novel","1.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&filterByStar=one_star&pageNumber=28&reviewerType=all_reviews&sortBy=recent"
"1584086705-728","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=one_star","stephanie garron","Well very thing I've never been more disappointed with a book","Reviewed in the United States on October 2, 2016","I thought when I first saw they were making a new Harry Potter book what could go wrong? Well very thing I've never been more disappointed with a book. It had such a cheap story it sucked","1.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_73?ie=UTF8&filterByStar=one_star&pageNumber=73&reviewerType=all_reviews&sortBy=recent"
"1584086849-1344","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=one_star","TC - NH","It's a script not a story","Reviewed in the United States on August 8, 2016","This was purchased as a gift for a potter fan.  It is a script of a play written by NOT jk Rowling.  I know it says it in the image, but I was hoping it was more of a story than a script.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_135?ie=UTF8&filterByStar=one_star&pageNumber=135&reviewerType=all_reviews&sortBy=recent"
"1584086622-376","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=one_star","Lisa","One Star","Reviewed in the United States on December 17, 2016","I ordered this but didn't read that it was a play, ended up returning it.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_38?ie=UTF8&filterByStar=one_star&pageNumber=38&reviewerType=all_reviews&sortBy=recent"
"1584086535-29","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=one_star","Elizabeth Morgan","Very disappointed","Reviewed in the United States on March 14, 2019","Awful story line","1.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&filterByStar=one_star&pageNumber=3&reviewerType=all_reviews&sortBy=recent"
"1584086563-138","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=one_star","Amazon Customer","If you loved Harry Potter","Reviewed in the United States on December 12, 2017","1. This is not 'a book' - it's a screenplay, and it was NOT written by Rowling (and it shows.)
2. If you loved Harry Potter, don't ruin your memories with this; it's awful, and it ruins the characters.
3. They should be ashamed at the overpricing of this.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&filterByStar=one_star&pageNumber=14&reviewerType=all_reviews&sortBy=recent"
"1584086912-1611","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=one_star","JL","Sad days for HP fans....","Reviewed in the United States on August 3, 2016","waited so long for this to come out....now so disappointed. Have been a huge HP fan for many,many years. This was soooo not up to
my expectations. Sad day for HP fans.:(","1.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_162?ie=UTF8&filterByStar=one_star&pageNumber=162&reviewerType=all_reviews&sortBy=recent"
"1584086883-1482","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=one_star","Ari","Awefull - just NO","Reviewed in the United States on August 4, 2016","Good grief was that bad. Nothing at all to do with the books. What was J.K. thinking? Did the other ""authors"" threaten or blackmail her????? Do not buy!","1.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_149?ie=UTF8&filterByStar=one_star&pageNumber=149&reviewerType=all_reviews&sortBy=recent"
"1584086678-605","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=one_star","Patty Moseley","Who really wants to read about middle age Harry and friends and their sad lives.","Reviewed in the United States on October 7, 2016","Found it depressing and too complicated for children.  Who really wants to read about middle age Harry and friends and their sad lives.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_61?ie=UTF8&filterByStar=one_star&pageNumber=61&reviewerType=all_reviews&sortBy=recent"
"1584086666-556","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=one_star","Christian Chapman","One Star","Reviewed in the United States on October 12, 2016","Extremely hard to read","1.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_56?ie=UTF8&filterByStar=one_star&pageNumber=56&reviewerType=all_reviews&sortBy=recent"
"1584086563-133","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=one_star","theZohar","Its like JKR took the worst tropes from fanfics written by ...","Reviewed in the United States on December 31, 2017","I'm a lifelong HP fan, and this is just absolute nonsense. Its like JKR took the worst tropes from fanfics written by 13 year olds in 2007, and made a play out of them. Its literally laughable at times, and not at the parts that are meant to be funny.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&filterByStar=one_star&pageNumber=14&reviewerType=all_reviews&sortBy=recent"
"1584086947-1769","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=one_star","Owlmoon","Don't Waste Your Time or Money","Reviewed in the United States on August 1, 2016","Wow, does this suck!","1.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_177?ie=UTF8&filterByStar=one_star&pageNumber=177&reviewerType=all_reviews&sortBy=recent"
"1584086619-369","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=one_star","MC Martinez","this book was a major disappointment. I","Reviewed in the United States on December 25, 2016","Wow, this book was a major disappointment. I, like almost *everyone* else reading this book, have been a Harry Potter fan for many years. This was just awful. It really seemed like bad fan-fiction. At least it was a quick read.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_37?ie=UTF8&filterByStar=one_star&pageNumber=37&reviewerType=all_reviews&sortBy=recent"
